model_id,source,url,license,license_verified,fragment_count,notes
live2d_208,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/luoma_2
live2d_209,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/lupuleixite_2
live2d_210,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/luyijiushi_2
live2d_211,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/lvzuofu_2
live2d_212,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/maliluosi_3_doa
live2d_213,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/mingshi
live2d_214,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/mojiaduoer_2
live2d_215,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/nengdai_2
live2d_216,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/nengdai_3
live2d_217,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/ninghai_4
live2d_218,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/ougen_5
live2d_219,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/ougen_6
live2d_220,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/ougen_6_hx
live2d_221,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/ouruola_4
live2d_222,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/pinghai_4
live2d_223,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/pinghai_6
live2d_224,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/qianwei_2
live2d_225,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/qibolin_2
live2d_226,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/qiershazhi_2
live2d_227,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/qiye_7
live2d_228,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/qiye_7_hx
live2d_229,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/qiye_9
live2d_230,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/rangbaer_3
live2d_231,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/rangbaer_4
live2d_232,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/shengluyisi_2_hx
live2d_233,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/shengluyisi_3
live2d_234,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/shengluyisi_4
live2d_235,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/shengluyisi_5
live2d_236,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/shitelasai_2
live2d_237,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/sipeibojue_5
live2d_238,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/suweiaitongmeng_2
live2d_239,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/taiyuan_2
live2d_240,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/tiancheng_3
live2d_241,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/tianlangxing_3
live2d_242,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/tierbici_2
live2d_243,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/weineituo_2
live2d_244,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/weixi_2
live2d_245,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/weiyan_2
live2d_246,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/weiyan_4
live2d_247,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/weiyan_4_hx
live2d_248,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/weiyan_6
live2d_249,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/wuerlixi_2
live2d_250,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/wuerlixi_3
live2d_251,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/wuqi_2
live2d_252,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xianghe_2
live2d_253,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xingdengbao_2
live2d_254,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xinnong_3
live2d_255,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xinnong_3_hx
live2d_256,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/xinnong_4
live2d_257,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xinzexi_3
live2d_258,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xixuegui_4
live2d_259,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,6,live2d/xuefeng
live2d_260,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xuefeng_3
live2d_261,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xukufu_2
live2d_262,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xukufu_3
live2d_263,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/xukufu_3_hx
live2d_264,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/yanusi_3
live2d_265,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/yibei_3
live2d_266,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/yichui_2
live2d_267,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/yilishabai_6
live2d_268,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/yingrui_3
live2d_269,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/yingxianzuo_3
live2d_270,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/yunxian_2
live2d_271,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,5,live2d/z23
live2d_272,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,5,live2d/z23_hx
live2d_273,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/z46_2
live2d_274,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/z46_3
live2d_275,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,2,live2d/z46_4
live2d_276,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/zhala_2
live2d_277,Chaoray/AzurLane-Live2D-Viewer,https://github.com/Chaoray/AzurLane-Live2D-Viewer,,False,1,live2d/zhaohe_3
live2d_278,Eason0729/live2d-pixi-template,https://github.com/Eason0729/live2d-pixi-template,,False,0,src/runtime
live2d_279,EasyLive2D/live2d-py,https://github.com/EasyLive2D/live2d-py,MIT,True,1,Resources/v3/nn
