=== Overnight batch started at Sun Mar  1 07:06:37 CET 2026 ===

=== Phase 1: Blender pipeline ===
    62 characters, 5 poses each, 5 angles, flat style, with layers
    Started at Sun Mar  1 07:06:37 CET 2026

INFO pipeline.pose_applicator: Indexed 180 Turn W_ Briefcase (1).fbx: 69 frames, 4 keyframes sampled
23:33.644  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkiblwmns.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkiblwmns.png
23:34.093  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpngtiphm9.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpngtiphm9.png
23:34.546  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpk7hx_vig.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpk7hx_vig.png
23:35.000  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp809m03uw.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp809m03uw.png
23:35.453  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu4av0zrp.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpu4av0zrp.png
23:35.903  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkxtcd8t2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkxtcd8t2.png
23:36.350  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpv_h7even.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpv_h7even.png
23:36.803  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl5hlngtv.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpl5hlngtv.png
INFO pipeline.layer_extractor: Saved 18 region layers for Ch05_nonPBR_pose_02_three_quarter
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
23:37.101  render           | Saved: 'output/segmentation/images/Ch05_nonPBR_pose_02_three_quarter_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch05_nonPBR_pose_02_three_quarter_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch05_nonPBR_pose_02.json
INFO pipeline.renderer: Camera setup: azimuth=90°, ortho_scale=1.759, center=(0.02, -0.74), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
23:37.349  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpiov4zrn8.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpiov4zrn8.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch05_nonPBR_pose_02_side.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (12 visible, 7 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 16 region layers for Ch05_nonPBR_pose_02_side
23:37.916  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkxwfsljc.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkxwfsljc.png
23:38.365  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxml6qrmz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxml6qrmz.png
23:38.907  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpb1a8_b7h.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpb1a8_b7h.png
23:39.464  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppz7d7rn2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppz7d7rn2.png
23:39.930  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuodfqpzg.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuodfqpzg.png
23:40.380  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbu0trsl2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbu0trsl2.png
23:40.914  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0wggt02z.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0wggt02z.png
23:41.452  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxsjfm6r9.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxsjfm6r9.png
23:42.000  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprpuyvcdm.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprpuyvcdm.png
23:42.504  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt_b2zdkd.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpt_b2zdkd.png
23:43.040  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps7cd1mf6.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps7cd1mf6.png
23:43.590  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp13c46gd1.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp13c46gd1.png
23:44.151  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3s7fsaxr.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp3s7fsaxr.png
23:44.700  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwdmk4pvw.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwdmk4pvw.png
23:45.178  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2u0pdxei.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2u0pdxei.png
23:45.636  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1p06tk_j.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1p06tk_j.png
INFO pipeline.layer_extractor: Saved 16 region layers for Ch05_nonPBR_pose_02_side
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
23:45.929  render           | Saved: 'output/segmentation/images/Ch05_nonPBR_pose_02_side_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch05_nonPBR_pose_02_side_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch05_nonPBR_pose_02.json
INFO pipeline.renderer: Camera setup: azimuth=135°, ortho_scale=1.811, center=(0.02, -0.74), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
23:46.169  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppgb9_6uo.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmppgb9_6uo.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch05_nonPBR_pose_02_three_quarter_back.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (5 visible, 14 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 18 region layers for Ch05_nonPBR_pose_02_three_quarter_back
23:46.732  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpajyf28bi.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpajyf28bi.png
23:47.184  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ivyy5i3.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp2ivyy5i3.png
23:47.644  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwbeo4yhq.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpwbeo4yhq.png
23:48.099  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9y8dqulv.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9y8dqulv.png
23:48.559  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpypz0ude7.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpypz0ude7.png
23:49.009  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp54x387te.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp54x387te.png
23:49.459  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjm9kon9q.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjm9kon9q.png
23:49.910  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfdy5pm4x.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfdy5pm4x.png
23:50.361  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprrelfp31.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprrelfp31.png
23:50.817  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp56d0f4ga.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp56d0f4ga.png
23:51.269  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpek3k0cbl.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpek3k0cbl.png
23:51.745  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpocjf9f18.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpocjf9f18.png
23:52.197  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph3tr555k.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmph3tr555k.png
23:52.648  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprh9ty988.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmprh9ty988.png
23:53.107  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe34u_34i.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpe34u_34i.png
23:53.563  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvblgrqi3.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvblgrqi3.png
23:54.016  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7u3jivyz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7u3jivyz.png
23:54.462  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpx6owhjkt.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpx6owhjkt.png
INFO pipeline.layer_extractor: Saved 18 region layers for Ch05_nonPBR_pose_02_three_quarter_back
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
23:54.752  render           | Saved: 'output/segmentation/images/Ch05_nonPBR_pose_02_three_quarter_back_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch05_nonPBR_pose_02_three_quarter_back_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch05_nonPBR_pose_02.json
INFO pipeline.renderer: Camera setup: azimuth=180°, ortho_scale=1.904, center=(0.02, -0.74), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
23:54.990  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1fd7brzr.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp1fd7brzr.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch05_nonPBR_pose_02_back.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (12 visible, 7 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 18 region layers for Ch05_nonPBR_pose_02_back
23:55.552  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpw2pl3zr_.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpw2pl3zr_.png
23:56.007  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphmhz00nk.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphmhz00nk.png
23:56.466  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvjr_5ui2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvjr_5ui2.png
23:56.925  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfchgj0te.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfchgj0te.png
23:57.393  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkffe196v.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpkffe196v.png
23:57.851  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfuk2f3y2.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpfuk2f3y2.png
23:58.308  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphlbj_pyb.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmphlbj_pyb.png
23:58.768  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgiswbpsg.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpgiswbpsg.png
23:59.224  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpanm7y8zr.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpanm7y8zr.png
23:59.684  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqq21rpch.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqq21rpch.png
24:00.145  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxsl71og8.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpxsl71og8.png
24:00.604  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqe_dns20.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpqe_dns20.png
24:01.066  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa0c08qnz.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpa0c08qnz.png
24:01.527  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsdrja7fa.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpsdrja7fa.png
24:01.989  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbw5k5oxq.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbw5k5oxq.png
24:02.445  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7ccdit9_.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7ccdit9_.png
24:02.906  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzv12tf7o.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpzv12tf7o.png
24:03.374  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9xfc_zpk.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp9xfc_zpk.png
INFO pipeline.layer_extractor: Saved 18 region layers for Ch05_nonPBR_pose_02_back
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.renderer: Applied flat style to 1 meshes
24:03.673  render           | Saved: 'output/segmentation/images/Ch05_nonPBR_pose_02_back_flat.png'
INFO pipeline.renderer: Color render saved to output/segmentation/images/Ch05_nonPBR_pose_02_back_flat.png
INFO pipeline.renderer: Restored scene after 'flat' style
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.exporter: Saved joints output/segmentation/joints/Ch05_nonPBR_pose_02.json
INFO pipeline.pose_applicator: Applied pose hip_hop_dancing_(12)_frame_83 (52 bones transferred)
INFO pipeline.renderer: Assigned 24217 faces across 18 regions on mesh 'Ch05'
INFO pipeline.renderer: Camera setup: azimuth=0°, ortho_scale=1.894, center=(-0.79, -3.32), resolution=512x512
INFO pipeline.renderer: Segmentation render configured: 512x512, EEVEE, no AA, transparent BG
24:03.998  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps4cxvlj1.png'
INFO pipeline.renderer: Segmentation mask rendered to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmps4cxvlj1.png
INFO pipeline.renderer: Grayscale mask saved to output/segmentation/masks/Ch05_nonPBR_pose_03.png (512x512)
INFO pipeline.joint_extractor: Extracted 19 joints (18 visible, 1 occluded/missing)
INFO pipeline.draw_order_extractor: Draw order extracted: 18 regions with depth data, map size 512x512
INFO pipeline.renderer: Color render configured: 512x512, EEVEE, sun energy=1.0, ambient=(0.7,0.7,0.7)
INFO pipeline.layer_extractor: Extracting 18 region layers for Ch05_nonPBR_pose_03
24:04.560  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvc7wes27.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvc7wes27.png
24:05.014  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjvzmbips.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpjvzmbips.png
24:05.481  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoc8n7zax.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpoc8n7zax.png
24:05.959  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvllbp20q.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvllbp20q.png
24:06.430  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpiu70o0m0.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpiu70o0m0.png
24:06.900  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvdndd8f7.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpvdndd8f7.png
24:07.375  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpb5n2rrkw.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpb5n2rrkw.png
24:07.834  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp314z5ul3.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp314z5ul3.png
24:08.296  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpapfku9mh.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpapfku9mh.png
24:08.760  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbuwvl7hw.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpbuwvl7hw.png
24:09.219  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0v0kkdfn.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp0v0kkdfn.png
24:09.682  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuh8y0fzg.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpuh8y0fzg.png
24:10.143  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpmcdx3nq9.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpmcdx3nq9.png
24:10.603  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7sde0bf7.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmp7sde0bf7.png
24:11.066  render           | Saved: '/var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpriwg2voc.png'
INFO pipeline.renderer: Color render saved to /var/folders/ny/twn2x3qn4hj7k2k0x7v3mmrh0000gn/T/tmpriwg2voc.png
